shelter_id,reference_common_ids,municipality,shelter_name,address,reference_same_address_as_emergency_site,reference_other_mayor_matters,reference_accepted_persons,portal_capacity_persons,latitude,longitude,2026-07-29,2026-07-30,2026-07-31,2026-08-01,2026-08-02,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-08,2026-08-09,2026-08-10,2026-08-11
ref:E4321500108111,E4321500108111,天草市,佐伊津体育館,熊本県天草市佐伊津町5933,,,,260,32.49960958,130.1924973,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:e987cf7183870315496f,,天草市,佐伊津地区コミュニティセンター,天草市佐伊津町 2258,,,,330,32.49205827,130.1903754,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500106111,E4321500106111,天草市,佐伊津小学校体育館,熊本県天草市佐伊津町2312,1,,,220,32.49046324268,130.18904402097,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500189111,E4321500189111,天草市,倉岳小学校体育館,熊本県天草市倉岳町棚底2114,,,,240,32.4111622,130.337888,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500157111,E4321500157111,天草市,円性寺,熊本県天草市栖本町湯船原1055-1,1,,,300,32.41426212,130.2741854,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500044111,E4321500044111,天草市,加世浦区公民館,熊本県天草市牛深町2899-3,,,,22,32.19290174,130.0205348,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:309aebc14999a8b685a0,,天草市,勇志国際高等学校,天草市御所浦町牧島 1065-3,,,,100,32.34996186,130.3249625,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500054111,E4321500054111,天草市,友辻公民館,熊本県天草市五和町鬼池4450,,,,10,32.54841364,130.1763158,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500153111,E4321500153111,天草市,古江公民館,熊本県天草市栖本町古江739-2,1,,,20,32.40624974,130.2841164,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500278111,E4321500278111,天草市,吉田一区公民館,熊本県天草市久玉町400-1地先,,,,14,32.215792,130.027011,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500075111,E4321500075111,天草市,君川水公民館,熊本県天草市五和町二江1477-7,,,,30,32.54208989,130.1351365,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500097111,E4321500097111,天草市,唐木崎自治公民館,熊本県天草市御所浦町御所浦4976-12,,,,15,32.32864702,130.3347036,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500058111,E4321500058111,天草市,在郷公民館,熊本県天草市五和町御領6102-4,,,,20,32.51641253,130.1853332,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500074111,E4321500074111,天草市,城河原体育館,熊本県天草市五和町城河原3-69,,,,90,32.49562935,130.1490403,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:f4edaa09a8a82addb372,,天草市,大多尾地区コミュニティセンター,天草市新和町大多尾 2852-1,,,,51,32.34988777,130.3248472,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500128111,E4321500128111,天草市,大宮地体育館,熊本県天草市新和町大宮地4277-1,,,,131,32.39022854,130.1738031,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500127111,E4321500127111,天草市,大宮地地区コミュニティセンター,熊本県天草市新和町大宮地4275-1,1,,,53,32.390500221112,130.17352812433,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500252111,E4321500252111,天草市,大楠体育館,熊本県天草市有明町大浦533-1,1,,,120,32.517445,130.366526,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:1f6a8f59058ef7b79849,,天草市,大江シルバーコミュニティセンター,天草市天草町大江 2967-1,,,,37,32.34092615,129.9930077,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500149111,E4321500149111,天草市,大河内公民館,熊本県天草市栖本町河内536,,,,20,32.45437545,130.3323127,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:f79932a3d0c66960d538,,天草市,大浦地区コミュニティセンター,天草市有明町大浦 1723-1,,,,30,32.52222012,130.360089,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500064111,E4321500064111,天草市,大渡公民館,熊本県天草市五和町手野1-1291-1,,,,10,32.50547911,130.1232916,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500011111,E4321500011111,天草市,大蓮寺,熊本県天草市河浦町宮野河内427,,,,30,32.30116018,130.1381992,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500114121,E4321500114121,天草市,天草中央保健福祉センター,熊本県天草市浄南町4-15,1,,要配慮者,,32.449802639656,130.19594928708,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500207111,E4321500207111,天草市,天草交流センター体育館,熊本県天草市天草町大江504-2,,,,90,32.32466376,129.9926363,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500201111,E4321500201111,天草市,天草勤労者体育館,熊本県天草市天草町高浜南488-1,1,,,212,32.37867238,129.9978199,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500200111,E4321500200111,天草市,天草小学校体育館,熊本県天草市天草町高浜南2714,1,,,130,32.37285659,129.9980327,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500023111,E4321500023111,天草市,天草工業高校体育館,熊本県天草市亀場町亀川38-36,,,,1080,32.44756175,130.2027797,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:9eec49013ea36417ffe2,,天草市,天草市民センター,天草市東町 3,,,,2000,32.45194872,130.1997219,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500230111,E4321500230111,天草市,天草拓心高等学校体育館,熊本県天草市本渡町本戸馬場495,,,,500,32.46828045,130.1822483,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500015121,E4321500015121,天草市,天草西保健福祉センター,熊本県天草市河浦町白木河内223-11,,,要配慮者,54,32.317157494117,130.08267771906,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500135111,E4321500135111,天草市,天附公民分館,熊本県天草市新和町大多尾4556-2,,,,7,32.384258,130.216624,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500220111,E4321500220111,天草市,姫の河内集会所,熊本県天草市二浦町亀浦3504-3,,,,8,32.25706786,130.0254213,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500117111,E4321500117111,天草市,宮南体育館,熊本県天草市新和町小宮地10821-1,1,,,174,32.31444129,130.1763737,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:9bf092aa4fe4a1ed18c5,,天草市,宮南地区コミュニティセンター,天草市新和町小宮地 10821-1,,,,51,32.31465704,130.1760871,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500183111,E4321500183111,天草市,宮田1区公民館,熊本県天草市倉岳町宮田3754-2,,,,30,32.40109332,130.3250701,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500182111,E4321500182111,天草市,宮田2区公民館,熊本県天草市倉岳町宮田2487-3,,,,30,32.39967299,130.3164124,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500180111,E4321500180111,天草市,宮田5区公民館,熊本県天草市倉岳町宮田1136-1,,,,40,32.39859199,130.3064071,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:2a1c5a3cfe8332492c5b,,天草市,宮田地区コミュニティセンター,天草市倉岳町宮田 1327-1,,,,190,32.39853585,130.3092937,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500008111,E4321500008111,天草市,宮野河内体育館(旧宮野河内中学校体育館),熊本県天草市河浦町宮野河内1160,,,,190,32.29806712,130.1391815,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:d232697bd9411d5c5871,,天草市,宮野河内地区コミュニティセンター,天草市河浦町宮野河内337-6,,,,215,32.29919395,130.1393361,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:9ca1949a4012e9530591,,天草市,富津地区コミュニティセンター,天草市河浦町﨑津 1117-2,,,,247,32.31654743,130.0259427,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500057111,E4321500057111,天草市,小串公民館,熊本県天草市五和町御領522-1,1,,,20,32.511442,130.19088,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:85f56695653aada74623,,天草市,小宮地地区コミュニティセンター,天草市新和町小宮地 669-1,,,,163,32.36332355,130.1807998,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500236111,E4321500236111,天草市,小島子上地区集会所,熊本県天草市有明町小島子1192-2,,,,10,32.47763739,130.2765082,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500025111,E4321500025111,天草市,山の浦生活改善センター,熊本県天草市久玉町1731-9,,,,20,32.22604714,130.0725117,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500068111,E4321500068111,天草市,山浦公民館,熊本県天草市五和町手野2-110,,,,,32.518745617956,130.12599004089,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500168111,E4321500168111,天草市,山浦公民館,熊本県天草市栖本町馬場690-1,1,,,,32.42715546,130.268548,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500255111,E4321500255111,天草市,島子体育館,熊本県天草市有明町大島子2669,1,,,110,32.474382465165,130.25749272897,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:7660df5b9bbf9b7a3204,,天草市,島子地区コミュニティセンター,天草市有明町大島子2669,,,,50,32.47409527,130.257126,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500083111,E4321500083111,天草市,崎浦自治公民館,熊本県天草市御所浦町横浦1054-7,,,,15,32.36855995,130.3517615,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500167111,E4321500167111,天草市,川下公民館,熊本県天草市栖本町馬場3775-3,,,,20,32.41390041,130.2625004,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500281121,E4321500281121,天草市,市倉岳支所,熊本県天草市倉岳町棚底1919,,,,,32.409567,130.340922,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:02bdb832691c0fd6cc77,,天草市,市天草支所,天草市天草町高浜南 488-1,,,,28,32.37951374,129.9980263,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:1055a7d6968ccd950988,,天草市,市御所浦支所,熊本県天草市御所浦町御所浦3527,,,,30,32.3401721,130.3390531,未開設,開設（平常）,開設（平常）,開設（平常）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:b86a38b5f389ddb0270b,,天草市,市栖本支所,天草市栖本町馬場 179,,,,690,32.42207179,130.2728806,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:bdaf5fd9ebb26ea73d8b,,天草市,市河浦支所,天草市河浦町河浦 5253,,,,264,32.33285866,130.079452,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500042121,E4321500042121,天草市,市牛深支所,熊本県天草市牛深町2286-103,1,,要配慮者,90,32.194605339841,130.02668773732,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500091111,E4321500091111,天草市,御所浦中学校体育館,熊本県天草市御所浦町御所浦3171,,,,400,32.34579481,130.3442784,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:8700ae4060074dc01491,,天草市,御所浦交流センター,天草市御所浦町御所浦 5875-2,,,,90,32.31116944,130.3278485,未開設,開設（平常）,開設（平常）,開設（平常）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500093121,E4321500093121,天草市,御所浦保健福祉センター,熊本県天草市御所浦町御所浦3527,,,要配慮者,30,32.340098595682,130.3390833154,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:6ae9986106e91934a5c1,,天草市,御所浦北地区コミュニティセンター,天草市御所浦町横浦 383-6,,,,25,32.36581467,130.3447234,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500092111,E4321500092111,天草市,御所浦小学校体育館,熊本県天草市御所浦町御所浦3525-5,,,,200,32.34127808,130.3388732,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:f732297c0534a2a3a814,,天草市,御所浦診療所,天草市御所浦町御所浦 2081-13,,,,20,32.34833973,130.3580343,未開設,開設（不明）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500060121,E4321500060121,天草市,御領地区コミュニティセンター,熊本県天草市五和町御領6692-1,1,,要配慮者,155,32.517830538891,130.18888259453,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500066111,E4321500066111,天草市,手野体育館,熊本県天草市五和町手野1-3759,,,,120,32.51525763,130.1497896,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:ec9a3008f7789eeaa8fd,,天草市,手野地区コミュニティセンター,天草市五和町手野一丁目 3768-3,,,,40,32.51537916,130.1491765,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500155111,E4321500155111,天草市,打田公民館,熊本県天草市栖本町打田315,,,,20,32.42478687,130.2787524,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500072111,E4321500072111,天草市,打越公民館,熊本県天草市五和町城河原1-2962-1,,,,20,32.49826298,130.1585646,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500014111,E4321500014111,天草市,新合体育館(旧新合小学校体育館),熊本県天草市河浦町新合2008-4,,,,199,32.33686505,130.1163361,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:e21456c52016af4e6f13,,天草市,新合地区コミュニティセンター,天草市河浦町新合 2004-1,,,,96,32.33551916,130.1162756,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500130111,E4321500130111,天草市,新和B&G海洋センター,熊本県天草市新和町大多尾2138-3,,,,429,32.34908706,130.2078785,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500119111,E4321500119111,天草市,新和中学校体育館,熊本県天草市新和町小宮地1304,,,,351,32.366457,130.1795398,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500123111,E4321500123111,天草市,新和体育館,熊本県天草市新和町小宮地722,,,,338,32.36647807,130.1818521,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
refgroup:4696064110916068ca10,E4321500124111;E4321500124121,天草市,新和保健福祉総合センター,熊本県天草市新和町小宮地763-3,,,要配慮者,201,32.370685,130.185113,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500120111,E4321500120111,天草市,新和小学校体育館,熊本県天草市新和町小宮地620,,,,152,32.36297659,130.1809367,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500033111,E4321500033111,天草市,旧宮地岳体育館,熊本県天草市宮地岳町5516,1,,,280,32.38522963,130.1268334,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500086111,E4321500086111,天草市,旧御所浦北中学校,熊本県天草市御所浦町横浦537,,,,60,32.370933191901,130.34424402511,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500222111,E4321500222111,天草市,早浦生活改善センター,熊本県天草市二浦町早浦517-4,,,,11,32.27582561,130.0467026,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500249111,E4321500249111,天草市,有明体育館,熊本県天草市有明町赤崎3383,1,,,250,32.5115285,130.3145123,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500249121,E4321500249121,天草市,有明町民センター,熊本県天草市有明町赤崎3383,1,,要配慮者,134,32.5130167,130.3144445,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500228111,E4321500228111,天草市,本渡中学校体育館,熊本県天草市本渡町広瀬5-110,,,,670,32.46522924,130.2048328,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500223111,E4321500223111,天草市,本渡北小学校体育館,熊本県天草市浜崎町3-55,1,,,370,32.46304515,130.1865508,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500224111,E4321500224111,天草市,本渡北幼稚園,熊本県天草市浜崎町4-9,,,,,32.46253312,130.1881494,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500170111,E4321500170111,天草市,本渡南小学校体育館,熊本県天草市川原町4-21,1,,,430,32.45609778,130.1846795,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500112111,E4321500112111,天草市,本渡東中学校体育館,熊本県天草市志柿町5031,1,,,390,32.43410606,130.2218263,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500111111,E4321500111111,天草市,本渡東小学校体育館,熊本県天草市志柿町5029-5,1,,,240,32.423449,130.231043,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500020111,E4321500020111,天草市,本渡看護専門学校体育館,熊本県天草市亀場町亀川12-1,1,,,160,32.44555378,130.2007624,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500225111,E4321500225111,天草市,本町体育館,熊本県天草市本町新休35,1,,,260,32.46936687,130.1559883,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:146e99abec4ebfe4e970,,天草市,本町地区コミュニティセンター,天草市本町本 832,,,,320,32.46665983,130.131687,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500226111,E4321500226111,天草市,本町小学校体育館,熊本県天草市本町本815,1,,,220,32.46786039,130.1342791,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500087111,E4321500087111,天草市,杉浦自治公民館,熊本県天草市御所浦町横浦750-11,,,,15,32.36826235,130.3482073,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500164111,E4321500164111,天草市,村公民館,熊本県天草市栖本町馬場216,,,,30,32.42041871,130.2711345,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500171111,E4321500171111,天草市,松尾公民館,熊本県天草市倉岳町浦1050-2,,,,40,32.42701334,130.3522101,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500160111,E4321500160111,天草市,栖本中学校体育館,熊本県天草市栖本町湯船原690-4,,,,500,32.41614227,130.2753987,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500152111,E4321500152111,天草市,栖本体育館,熊本県天草市栖本町古江153-4,,,,630,32.40872943,130.2758749,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:cf493c040a3bbb7fbe8f,,天草市,栖本地区コミュニティセンター,天草市栖本町河内 4414-1,,,,570,32.44436676,130.3085513,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500165111,E4321500165111,天草市,栖本小学校体育館,熊本県天草市栖本町馬場25,,,,310,32.42134063,130.2749935,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500166121,E4321500166121,天草市,栖本福祉会館,熊本県天草市栖本町馬場3682-1,1,,要配慮者,135,32.415794102442,130.26724000371,未開設,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500190111,E4321500190111,天草市,棚底2区公民館,熊本県天草市倉岳町棚底2210-1,,,,60,32.41317169,130.3335848,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500192111,E4321500192111,天草市,棚底4区公民館,熊本県天草市倉岳町棚底2658-3,,,,40,32.4066857,130.3358195,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500191111,E4321500191111,天草市,棚底5区公民館,熊本県天草市倉岳町棚底2480-3,,,,60,32.40681174,130.3387668,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500185111,E4321500185111,天草市,棚底地区コミュニティセンター,熊本県天草市倉岳町棚底1786-4,,,,270,32.41067919,130.3438864,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500217111,E4321500217111,天草市,楠浦小学校体育館,熊本県天草市楠浦町2805,1,,,180,32.41334113,130.1982987,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500260111,E4321500260111,天草市,楠甫体育館,熊本県天草市有明町楠甫756,1,,,110,32.49798206,130.3698484,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:f674e88b9cc1931a8ab3,,天草市,楠甫地区コミュニティセンター,天草市有明町楠甫 4629-7,,,,70,32.49874134,130.3747644,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500005111,E4321500005111,天草市,河浦中央体育館,熊本県天草市河浦町河浦35-24,,,,902,32.31582136,130.080585,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500005112,E4321500005112,天草市,河浦中学校体育館,熊本県天草市河浦町河浦35-24,,,,340,32.32087864,130.071841,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500006111,E4321500006111,天草市,河浦小学校体育館,熊本県天草市河浦町河浦4933,,,,250,32.33217982,130.0784195,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500162111,E4321500162111,天草市,法真寺,熊本県天草市栖本町湯船原956-1,1,,,30,32.413678809669,130.27291876112,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500264111,E4321500264111,天草市,浅海生活改善センター,熊本県天草市深海町2779-1,,,,,32.244424,130.082438,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500161111,E4321500161111,天草市,浜公民館,熊本県天草市栖本町湯船原787-14,,,,20,32.41426212,130.272001,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500175111,E4321500175111,天草市,浦1区公民館,熊本県天草市倉岳町浦3073,,,,40,32.43230093,130.3607734,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4321500173111,E4321500173111,天草市,浦2区公民館,熊本県天草市倉岳町浦2323-1,,,,40,32.43755672,130.3461022,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
